Age,Gender,Income,Education,Marital_Status,Employment_Years,Loan_Amount,Loan_Term,Credit_Score,Existing_Loans,Property_Type,Monthly_Debt,Approved_Flag
60,Female,151185,Graduate,Married,7,241806,24,679,5,Own,1152,P3
25,Female,115486,Not Graduate,Single,14,409897,12,808,5,Rent,1600,P3
54,Male,101249,Not Graduate,Married,24,342848,12,307,1,None,1746,P4
54,Male,181086,Not Graduate,Single,22,34709,48,394,2,Own,1503,P3
38,Male,76470,Not Graduate,Married,8,244703,12,829,4,None,2315,P3
32,Female,123048,Graduate,Married,6,49031,48,370,1,Own,3200,P4
21,Male,154082,Graduate,Single,0,173255,60,547,4,None,2320,P3
63,Female,129515,Graduate,Married,10,379994,48,312,5,None,2939,P4
63,Male,57435,Not Graduate,Single,0,343492,12,479,1,Rent,1925,P4
31,Male,142690,Graduate,Single,3,353801,48,394,0,None,1386,P4
22,Male,153812,Graduate,Single,30,332135,36,440,5,None,740,P3
26,Female,42033,Graduate,Married,26,12284,12,748,5,None,1555,P2
24,Male,49780,Graduate,Married,17,293532,12,451,5,Rent,961,P4
58,Female,141487,Not Graduate,Single,24,245080,48,748,3,Rent,2592,P2
61,Male,41416,Not Graduate,Married,15,266572,36,793,0,Own,3273,P3
27,Female,178464,Graduate,Single,18,110327,36,597,5,Own,4227,P2
54,Male,39722,Not Graduate,Single,28,354341,48,596,1,Rent,1474,P4
29,Male,195360,Graduate,Married,2,305734,36,483,1,Own,631,P3
37,Female,140873,Graduate,Married,10,204503,60,667,4,None,4077,P3
47,Female,99749,Graduate,Single,3,33001,12,744,2,Own,3629,P2
53,Female,68311,Not Graduate,Married,24,39040,24,775,5,Own,1583,P2
60,Male,82011,Not Graduate,Married,25,182707,12,407,5,Own,4979,P4
23,Female,154733,Graduate,Married,22,271040,36,678,4,Own,3208,P2
29,Male,155596,Not Graduate,Single,18,498465,60,377,5,Own,3749,P4
33,Female,57558,Graduate,Married,14,363111,36,570,3,Rent,1756,P4
34,Female,117717,Graduate,Married,0,245267,24,349,5,Own,2208,P4
65,Female,198729,Not Graduate,Single,24,153084,12,603,5,None,1745,P3
55,Female,66315,Not Graduate,Single,27,88461,24,769,1,Rent,3659,P2
35,Female,144813,Not Graduate,Single,29,74671,24,750,2,Rent,4075,P2
64,Female,50988,Not Graduate,Married,10,40584,12,693,3,Rent,4304,P4
43,Male,170135,Graduate,Single,6,456362,12,618,5,Own,1661,P3
43,Male,50641,Not Graduate,Single,20,12858,48,644,2,Own,3843,P3
40,Female,73571,Not Graduate,Single,0,432556,48,355,1,None,3418,P4
27,Female,102652,Graduate,Married,1,293837,48,700,1,Rent,63,P3
63,Female,86718,Graduate,Married,25,311125,12,675,4,Own,3975,P3
21,Female,50622,Not Graduate,Married,29,479534,60,379,3,Rent,657,P4
28,Male,135378,Graduate,Married,12,394371,36,648,1,Own,642,P2
31,Male,23549,Graduate,Married,15,77828,36,512,4,Own,535,P4
33,Female,197034,Not Graduate,Single,16,484559,60,580,3,Own,2746,P3
26,Female,29376,Not Graduate,Married,4,92157,24,748,3,Rent,159,P4
21,Male,80095,Not Graduate,Single,6,286783,36,477,3,Own,2523,P4
51,Male,187380,Not Graduate,Married,9,322120,12,805,1,Rent,3573,P2
64,Male,47914,Graduate,Single,26,125870,36,529,1,Own,2678,P3
26,Male,33133,Not Graduate,Married,13,316984,24,582,4,Own,1337,P4
34,Female,153905,Graduate,Single,22,321212,12,315,4,Own,1670,P4
43,Female,33172,Not Graduate,Married,6,490034,48,367,5,Rent,3610,P4
62,Female,181928,Graduate,Single,29,457724,12,455,5,None,1698,P4
52,Female,101214,Not Graduate,Married,27,202848,60,839,2,Rent,3331,P2
55,Male,176480,Not Graduate,Married,14,346624,24,443,2,Own,3438,P3
47,Male,64118,Not Graduate,Single,6,411363,12,517,5,Own,2618,P4
39,Male,45404,Graduate,Married,30,17989,36,770,0,Own,1860,P2
29,Male,193285,Graduate,Single,25,343990,24,475,5,None,298,P3
59,Female,157192,Graduate,Married,15,458981,48,747,1,Rent,3723,P2
57,Male,183978,Graduate,Married,8,64521,48,366,1,None,1526,P4
22,Male,77580,Not Graduate,Married,19,378070,36,373,2,Own,2274,P4
53,Female,92854,Graduate,Married,11,34879,36,306,4,Rent,135,P4
24,Female,123900,Not Graduate,Married,20,203906,48,368,2,Rent,3711,P4
54,Male,100772,Graduate,Married,25,410647,48,632,5,Rent,4551,P4
58,Male,63679,Graduate,Single,15,493809,12,350,4,Rent,4393,P4
26,Female,87520,Not Graduate,Single,1,365248,36,637,4,Own,1543,P4
40,Female,129576,Graduate,Married,17,362231,48,630,4,Rent,445,P3
26,Female,26815,Graduate,Married,26,133282,24,429,0,None,474,P4
46,Male,80470,Graduate,Married,6,413594,60,320,4,Own,1900,P4
62,Male,72712,Graduate,Single,29,331154,36,389,3,Rent,12,P4
24,Male,32657,Not Graduate,Married,11,471868,24,378,1,None,895,P4
38,Female,42081,Graduate,Single,21,303420,24,590,4,Rent,3058,P4
64,Female,109222,Graduate,Married,21,24591,48,812,0,Rent,209,P1
34,Female,38426,Not Graduate,Single,5,257923,48,539,3,Own,3105,P4
26,Female,82083,Graduate,Single,1,388338,24,649,3,Rent,4339,P4
42,Female,120955,Not Graduate,Married,29,395030,12,467,0,None,4975,P4
43,Male,177292,Graduate,Married,21,196241,12,350,2,None,4859,P4
50,Male,37777,Not Graduate,Married,19,89652,36,420,0,Own,1443,P4
35,Female,98236,Graduate,Married,9,435193,60,564,5,None,3228,P4
64,Male,38527,Graduate,Married,3,412466,60,773,4,Own,232,P3
44,Male,97143,Not Graduate,Single,8,440054,36,436,5,Rent,1192,P4
33,Male,106492,Not Graduate,Married,16,336950,36,842,2,Own,3897,P2
64,Male,163868,Not Graduate,Married,21,415166,36,651,1,Own,1025,P3
62,Female,99611,Not Graduate,Married,9,204383,24,495,5,Rent,1523,P4
43,Female,188393,Graduate,Married,6,390705,36,642,1,Rent,2052,P2
22,Female,44774,Not Graduate,Single,7,246690,60,684,2,None,1653,P4
47,Male,29568,Not Graduate,Married,29,398170,48,677,0,Own,3698,P4
45,Male,20800,Graduate,Married,19,77429,24,776,4,None,4539,P4
27,Male,84214,Graduate,Married,30,151793,12,664,0,Rent,2692,P2
49,Male,54735,Graduate,Single,0,111126,48,314,0,Own,2877,P4
58,Female,36485,Not Graduate,Single,14,206231,60,507,4,Own,3659,P4
25,Female,62460,Graduate,Married,14,408178,12,800,5,Rent,2002,P4
53,Female,195498,Graduate,Single,12,61952,24,414,5,None,2273,P4
27,Male,164045,Not Graduate,Single,12,366599,60,575,5,Own,4753,P4
54,Female,23343,Not Graduate,Single,2,416143,24,575,0,Rent,1926,P4
39,Male,184779,Graduate,Married,0,337206,12,606,2,Rent,1326,P3
21,Male,56946,Not Graduate,Single,24,324773,24,778,4,Rent,105,P4
64,Female,93070,Graduate,Married,13,73520,24,597,1,Rent,107,P3
28,Male,78974,Not Graduate,Married,5,308295,36,300,4,None,3844,P4
47,Male,92905,Graduate,Married,10,117084,60,433,5,Own,1154,P4
29,Female,156931,Graduate,Married,28,126808,60,647,5,Own,3702,P2
62,Male,148247,Not Graduate,Married,14,431436,36,731,4,Own,220,P3
54,Female,126927,Graduate,Married,30,309443,12,656,4,None,3976,P3
57,Male,132846,Graduate,Single,5,496752,24,703,3,Rent,2039,P3
40,Female,150955,Graduate,Single,3,230003,12,432,0,Own,4080,P3
42,Male,53145,Not Graduate,Married,17,182097,12,352,2,Rent,4156,P4
49,Male,91220,Not Graduate,Married,21,497659,24,822,5,Rent,2852,P3
56,Female,39384,Not Graduate,Single,30,313140,12,610,5,Own,4876,P4
59,Male,146751,Not Graduate,Married,14,432219,36,706,1,Own,4729,P3
21,Female,98770,Not Graduate,Married,6,27024,24,827,4,Rent,3502,P3
50,Male,134710,Graduate,Single,16,265362,48,400,1,Rent,2460,P3
25,Female,121669,Graduate,Married,9,409385,36,780,2,Own,4631,P3
33,Female,69254,Not Graduate,Married,5,405186,60,501,3,Own,4848,P4
58,Male,44967,Not Graduate,Single,2,358933,36,644,2,Own,2043,P4
32,Male,195130,Not Graduate,Single,22,86430,12,513,3,Rent,1622,P3
56,Female,72789,Not Graduate,Married,19,275681,60,409,0,Own,1513,P4
41,Female,39721,Graduate,Single,5,55193,24,784,1,Own,4677,P3
31,Male,75070,Not Graduate,Single,17,401959,48,491,4,Own,771,P4
36,Male,182436,Not Graduate,Married,27,317172,48,313,3,None,15,P4
44,Female,67033,Not Graduate,Single,25,100944,60,382,5,Rent,2504,P4
55,Female,197623,Not Graduate,Married,14,364759,48,829,5,Own,4757,P2
48,Male,102937,Not Graduate,Married,1,361065,36,752,2,Rent,1635,P4
62,Male,175127,Not Graduate,Married,19,31262,24,666,1,Rent,2523,P2
60,Female,137552,Graduate,Married,16,49154,36,729,1,None,537,P2
54,Male,27908,Not Graduate,Married,28,104477,48,657,3,None,4102,P4
48,Male,111690,Graduate,Single,17,39703,36,801,1,Rent,4660,P2
34,Female,95048,Graduate,Married,22,270948,12,354,2,Rent,3171,P4
39,Male,56262,Graduate,Single,16,440566,24,334,1,Own,618,P4
26,Female,118998,Graduate,Married,16,36094,60,682,2,Rent,489,P2
37,Male,38529,Graduate,Single,9,309194,24,831,5,Rent,3699,P4
62,Female,145694,Not Graduate,Married,12,214906,36,620,2,Own,641,P3
40,Male,167937,Not Graduate,Married,9,418967,60,832,4,Rent,340,P2
26,Female,36658,Not Graduate,Single,14,243629,24,520,2,Own,4451,P4
50,Male,106275,Graduate,Single,29,336007,48,671,2,Rent,2636,P3
64,Male,137923,Graduate,Married,10,461296,48,580,3,Own,2975,P3
60,Female,31185,Not Graduate,Married,14,72404,24,785,0,Own,3374,P3
33,Female,90079,Not Graduate,Married,29,161260,60,656,2,Own,1723,P2
41,Female,66462,Graduate,Married,4,138510,36,541,0,Own,1172,P3
44,Male,27066,Not Graduate,Married,7,88491,24,434,1,Own,2596,P4
32,Male,164726,Not Graduate,Single,15,325712,24,472,4,Rent,378,P4
33,Female,100041,Not Graduate,Married,12,8716,24,341,1,Rent,1476,P4
31,Female,155311,Not Graduate,Married,10,196055,36,385,1,Rent,2967,P4
65,Male,125674,Not Graduate,Single,24,65196,24,580,3,Own,4715,P3
54,Female,177647,Not Graduate,Single,15,309548,24,317,2,None,3015,P4
58,Female,199462,Graduate,Married,11,376679,48,559,0,None,3758,P3
57,Female,128376,Graduate,Married,14,236094,60,323,5,Rent,1560,P4
64,Female,83390,Graduate,Married,27,225236,48,389,5,Rent,285,P4
25,Female,96123,Not Graduate,Single,30,227626,36,681,3,Rent,1881,P3
60,Female,168573,Not Graduate,Married,7,103369,48,315,3,Rent,3456,P4
23,Female,96794,Graduate,Married,1,190904,36,485,4,Own,228,P3
42,Female,113553,Not Graduate,Married,0,466849,24,404,5,Rent,4331,P4
47,Female,54920,Graduate,Single,13,25371,48,329,0,Own,1479,P4
37,Male,198212,Graduate,Married,19,394832,12,414,0,None,3438,P3
27,Female,137144,Not Graduate,Single,1,86542,60,361,1,Rent,4413,P4
29,Female,79437,Graduate,Married,15,61610,36,344,1,None,3057,P4
58,Female,125312,Graduate,Married,12,146373,60,666,5,Own,856,P2
35,Female,92205,Graduate,Married,28,138134,12,368,3,Rent,1278,P4
34,Male,47875,Graduate,Married,18,161517,36,817,4,Rent,2340,P3
62,Female,177455,Not Graduate,Married,13,425474,36,568,4,None,4896,P4
27,Male,179420,Not Graduate,Married,18,452805,24,524,4,None,3384,P4
62,Male,170281,Not Graduate,Married,4,347754,36,782,5,Own,3083,P3
62,Male,86324,Not Graduate,Married,14,77368,48,728,3,None,4015,P3
47,Female,66152,Graduate,Married,10,473045,60,531,4,None,707,P4
28,Female,28953,Not Graduate,Married,5,424504,60,836,1,None,405,P4
28,Female,151677,Graduate,Married,12,42743,24,592,1,Rent,2917,P2
33,Male,79018,Graduate,Married,19,196719,60,690,3,None,2959,P3
46,Male,180600,Not Graduate,Single,18,388829,36,834,5,Own,1287,P2
27,Female,176575,Graduate,Single,29,49137,36,698,0,Own,3137,P1
41,Male,43072,Graduate,Single,8,42823,12,625,3,Own,765,P3
26,Female,185053,Graduate,Married,21,304960,48,639,1,Rent,987,P2
45,Female,45252,Not Graduate,Single,17,171647,60,660,5,None,4470,P4
21,Female,108272,Graduate,Single,27,223607,24,838,3,Rent,154,P2
52,Male,105307,Graduate,Married,28,376581,60,686,0,Rent,2789,P3
23,Male,192142,Not Graduate,Married,21,274698,12,465,0,Rent,4222,P3
29,Male,138316,Graduate,Single,13,356950,60,312,3,Rent,3565,P4
28,Female,177544,Not Graduate,Single,16,67398,24,731,1,Rent,2200,P2
58,Male,127244,Graduate,Single,20,6048,36,568,0,Rent,1572,P2
23,Female,168542,Not Graduate,Single,24,129577,12,528,0,Rent,303,P2
40,Male,173382,Not Graduate,Single,7,104961,60,815,0,Rent,621,P2
47,Male,174748,Graduate,Single,27,165394,36,385,2,None,2890,P3
44,Male,94091,Not Graduate,Married,24,390394,60,320,4,Rent,2642,P4
51,Female,88737,Graduate,Married,2,80228,24,707,5,Rent,1884,P3
57,Female,197268,Not Graduate,Single,8,67443,12,809,3,Rent,1462,P2
38,Male,156165,Not Graduate,Married,7,104368,48,757,5,None,401,P2
58,Female,185115,Not Graduate,Married,17,166557,12,779,4,Rent,616,P2
35,Female,123921,Not Graduate,Married,6,102650,48,775,0,None,1435,P2
65,Female,187225,Not Graduate,Married,9,96025,12,677,4,Rent,4619,P3
43,Female,149543,Not Graduate,Married,5,291902,12,807,1,Own,1634,P2
54,Male,153662,Graduate,Married,2,60170,48,488,5,Rent,578,P4
60,Male,52001,Not Graduate,Married,14,81210,48,710,5,Own,2875,P3
56,Female,122039,Not Graduate,Married,9,419130,12,350,0,Own,632,P4
59,Male,151651,Not Graduate,Married,15,14013,12,590,1,Own,2017,P2
45,Male,156980,Graduate,Single,6,35364,60,460,2,Rent,3640,P3
22,Male,192367,Graduate,Married,8,39377,12,817,4,Rent,535,P2
43,Female,78850,Not Graduate,Single,27,270345,24,540,3,Rent,4615,P4
29,Male,74479,Not Graduate,Married,24,348914,60,415,0,Rent,3177,P4
61,Male,194507,Graduate,Married,8,347872,36,613,3,Own,4572,P2
31,Female,197510,Graduate,Single,5,346593,12,342,3,None,3644,P4
31,Male,52378,Graduate,Single,30,33507,60,369,5,None,4830,P4
32,Male,88108,Graduate,Married,21,175550,24,537,1,Rent,2537,P3
49,Male,190657,Not Graduate,Single,15,318546,48,647,0,Own,81,P2
46,Male,55950,Graduate,Single,21,342618,48,620,4,None,316,P4
63,Female,160970,Graduate,Married,6,170362,24,330,4,None,916,P4
39,Female,40211,Graduate,Married,13,424137,24,674,3,Own,516,P4
33,Male,52096,Graduate,Married,12,417605,36,331,4,Own,4040,P4
23,Female,161293,Not Graduate,Married,22,383982,24,749,1,Own,4724,P2
21,Female,129344,Graduate,Single,5,399842,12,321,0,Rent,3108,P4
37,Female,119869,Graduate,Married,15,487704,48,314,2,Rent,947,P4
62,Female,174186,Graduate,Single,25,397983,48,585,5,Own,4896,P3
44,Female,75283,Not Graduate,Single,6,294800,48,741,3,Own,1537,P3
61,Male,110593,Not Graduate,Single,3,202338,48,721,3,Rent,4411,P3
25,Male,129521,Graduate,Married,25,184202,36,630,5,Rent,3438,P3
25,Female,153177,Not Graduate,Married,27,412162,60,398,1,Rent,2189,P4
58,Female,79778,Graduate,Married,13,151468,60,825,2,Own,3959,P2
25,Female,134054,Not Graduate,Single,1,316841,60,311,4,Rent,3320,P4
23,Male,100704,Graduate,Married,16,253850,12,491,0,None,4556,P4
39,Male,117552,Not Graduate,Single,9,192448,12,715,2,Own,3039,P3
62,Female,175280,Not Graduate,Married,18,228146,36,639,3,Rent,1976,P3
52,Male,90858,Graduate,Married,4,44931,48,735,1,Own,473,P2
25,Female,140270,Graduate,Single,24,356182,24,722,1,Own,4962,P2
58,Female,189559,Graduate,Single,21,38075,12,817,2,None,3902,P1
58,Female,157233,Graduate,Married,20,41530,12,584,5,None,519,P3
57,Male,197971,Graduate,Single,15,129444,36,752,2,Own,3034,P1
61,Female,125029,Graduate,Married,6,268010,60,385,5,Own,4133,P4
31,Female,70751,Not Graduate,Single,29,153294,36,395,4,Own,3500,P4
65,Female,198452,Graduate,Married,8,440719,48,327,0,Rent,1360,P4
35,Female,136024,Not Graduate,Married,11,464127,12,412,5,Own,690,P4
57,Male,63454,Graduate,Married,28,199676,24,361,3,Rent,4686,P4
47,Female,77094,Graduate,Married,1,499970,48,754,3,Own,1852,P3
56,Female,67212,Graduate,Single,3,49063,36,572,4,Rent,4346,P4
49,Female,170050,Not Graduate,Married,23,76118,12,544,0,None,2327,P3
49,Female,36660,Graduate,Married,11,176945,24,652,1,Own,3812,P4
48,Male,153183,Graduate,Married,17,471671,48,498,4,Rent,1215,P3
56,Female,119724,Not Graduate,Married,17,254286,48,614,3,None,3019,P4
54,Male,33225,Not Graduate,Single,25,354738,60,301,2,Own,2801,P4
27,Male,130405,Not Graduate,Married,19,328079,24,692,2,None,1072,P3
58,Female,155567,Graduate,Single,13,251811,60,780,3,Rent,3405,P2
45,Male,150673,Graduate,Single,17,466187,60,321,2,Rent,2310,P4
35,Male,115133,Not Graduate,Married,22,477570,24,344,2,Rent,3268,P4
44,Female,80380,Not Graduate,Single,11,226835,24,375,3,Own,173,P4
64,Female,49492,Not Graduate,Married,5,358278,60,635,1,Own,614,P4
59,Male,22206,Graduate,Married,15,313850,24,719,3,Rent,3547,P4
58,Male,84719,Graduate,Married,30,298859,36,753,4,Rent,4980,P3
41,Male,133801,Not Graduate,Married,3,55263,60,730,4,None,579,P3
56,Female,26778,Not Graduate,Married,5,108715,24,617,3,Rent,126,P4
38,Male,199766,Graduate,Married,30,495071,60,686,2,Own,1291,P2
51,Female,125471,Not Graduate,Single,25,126000,12,454,3,Own,213,P3
49,Female,73019,Not Graduate,Married,3,327616,24,710,4,None,1225,P4
32,Female,193180,Graduate,Single,6,456194,24,400,1,Own,3460,P3
32,Male,53108,Graduate,Married,21,303211,36,830,2,None,3940,P3
23,Female,192368,Not Graduate,Single,24,111444,24,323,4,Own,3154,P4
27,Male,70718,Graduate,Married,22,430534,60,820,3,Own,2003,P3
40,Male,88351,Not Graduate,Married,26,20991,48,553,2,Own,774,P3
42,Male,96575,Not Graduate,Married,15,362942,48,655,1,Rent,2673,P4
28,Male,199071,Graduate,Single,27,136782,48,388,5,Own,4825,P3
39,Female,65164,Not Graduate,Single,18,321939,48,475,3,None,1043,P4
48,Male,195117,Graduate,Married,14,242875,48,775,3,Rent,2713,P2
31,Female,82453,Graduate,Single,19,286697,48,307,2,Own,1670,P4
36,Male,71333,Not Graduate,Single,13,194072,48,405,4,Rent,1789,P4
37,Male,134877,Not Graduate,Married,18,266818,60,648,1,Own,2560,P3
43,Male,144875,Graduate,Married,25,468223,12,743,5,Rent,846,P3
37,Male,82105,Not Graduate,Single,29,414071,36,537,0,Rent,971,P4
54,Male,44132,Not Graduate,Single,17,212194,12,348,0,None,205,P4
35,Female,91291,Not Graduate,Married,0,470937,12,381,3,Rent,3449,P4
40,Female,117276,Not Graduate,Married,19,445081,60,790,5,Own,4545,P3
38,Male,27205,Graduate,Married,7,315525,36,418,0,Rent,2246,P4
29,Female,34157,Graduate,Single,7,299358,48,618,4,Rent,3101,P4
51,Female,185230,Not Graduate,Married,27,22631,48,816,2,Rent,4919,P2
31,Male,26455,Graduate,Married,13,264442,12,506,0,Own,3797,P4
34,Male,93239,Not Graduate,Married,24,110260,36,336,2,Own,1232,P4
56,Male,157501,Graduate,Single,11,84296,12,747,3,None,3879,P2
63,Female,79066,Graduate,Single,18,429883,24,733,3,None,1980,P4
51,Female,109059,Graduate,Married,20,139161,12,658,5,Own,4796,P3
62,Male,35567,Graduate,Married,27,309650,48,797,5,None,4624,P4
59,Female,162999,Graduate,Single,6,434248,12,727,0,Rent,207,P2
42,Female,134153,Not Graduate,Married,17,300946,36,679,5,Own,4430,P3
55,Female,173298,Not Graduate,Married,12,391079,24,483,0,None,1201,P3
35,Male,175489,Graduate,Single,14,388671,60,333,5,None,2421,P4
41,Female,83145,Graduate,Married,26,226475,48,699,4,Rent,3746,P3
45,Female,27407,Not Graduate,Married,4,461278,24,766,5,Rent,618,P4
64,Female,82343,Graduate,Married,16,454966,24,682,0,Own,80,P3
59,Female,46149,Graduate,Single,12,172177,48,659,0,Rent,2044,P4
43,Female,115993,Graduate,Single,27,410494,48,695,5,Rent,2908,P3
50,Female,46350,Not Graduate,Married,6,95607,36,452,1,Rent,2937,P4
30,Male,185943,Not Graduate,Single,7,60481,12,364,2,Own,4762,P4
57,Male,128410,Not Graduate,Single,2,267361,12,646,1,Rent,1271,P4
45,Male,65546,Not Graduate,Single,13,304936,48,819,0,None,3561,P4
44,Male,185822,Not Graduate,Married,0,293853,36,375,0,None,955,P4
55,Female,158544,Graduate,Married,15,400428,60,339,0,Own,2249,P3
49,Female,98798,Graduate,Single,6,198505,12,689,5,Rent,2657,P3
24,Female,46371,Graduate,Married,12,405131,12,532,0,Own,2147,P4
33,Female,81885,Graduate,Married,18,451545,48,797,5,Rent,880,P4
28,Male,125121,Not Graduate,Married,21,50213,60,559,1,Own,952,P3
54,Male,157852,Graduate,Single,1,227361,48,587,3,None,4373,P4
22,Female,67147,Graduate,Married,4,116182,12,334,1,Rent,4753,P4
30,Male,153663,Graduate,Married,9,329960,12,824,5,Rent,371,P2
47,Female,70910,Not Graduate,Single,16,209454,60,482,0,Rent,1162,P4
52,Male,64416,Not Graduate,Married,27,144398,36,541,4,Own,4937,P4
43,Male,100463,Not Graduate,Married,4,129557,36,646,5,Own,583,P3
59,Female,48948,Graduate,Married,2,180596,60,772,2,Own,2690,P3
62,Female,92838,Graduate,Married,19,58924,24,738,2,Rent,1447,P2
26,Female,84406,Not Graduate,Single,30,56766,24,726,0,None,4918,P2
63,Male,70407,Not Graduate,Married,25,316256,48,358,5,Own,3724,P4
48,Female,159609,Not Graduate,Single,17,471682,60,348,5,Rent,3758,P4
49,Female,79711,Graduate,Married,0,256199,24,758,2,Own,328,P3
25,Female,145112,Graduate,Married,17,464046,12,802,4,Own,764,P2
48,Male,149652,Not Graduate,Married,14,81720,12,643,4,Rent,3974,P3
53,Male,139854,Not Graduate,Married,13,486754,12,801,2,None,1137,P3
47,Female,68479,Not Graduate,Married,15,295259,24,474,0,None,2171,P4
24,Male,169297,Graduate,Married,17,373145,36,493,0,Rent,534,P3
44,Female,62579,Graduate,Single,22,35697,36,393,5,Rent,111,P4
63,Male,69883,Graduate,Married,5,304014,24,737,4,Own,3646,P4
53,Male,177498,Not Graduate,Single,2,194605,48,668,0,Own,887,P2
27,Female,81143,Graduate,Married,1,449749,60,423,4,None,843,P4
64,Male,145463,Graduate,Married,12,397297,24,850,5,Rent,4216,P2
64,Male,27621,Graduate,Married,15,432795,48,316,3,Own,3573,P4
28,Female,130578,Not Graduate,Married,24,445575,36,724,2,Own,1069,P3
57,Male,176375,Graduate,Married,13,361731,48,414,5,Own,4298,P3
39,Female,147567,Graduate,Married,16,126391,12,731,5,Rent,4853,P3
47,Male,124837,Not Graduate,Married,30,145041,48,566,2,Rent,2058,P3
41,Female,172826,Not Graduate,Single,23,430457,48,428,2,None,2272,P4
56,Male,73662,Not Graduate,Married,21,302783,48,331,5,Rent,3305,P4
65,Male,87820,Not Graduate,Single,11,446420,60,642,5,None,735,P4
